104032602,5,5,5,86
104038561,2,2,2,135
104055167,11,11,11,1953
104077418,1,0,0,0
104109817,6,6,2,316
104120883,28,28,23,459
104132805,2,2,2,1019
104151931,1,1,1,181
104159428,20,20,18,227
104192353,5,5,2,100
104198014,2,2,2,12
104198851,1,1,1,36
104235320,1,1,1,4
104265574,2,2,0,0
104321718,5,5,2,868
104358836,1,1,1,30
104380136,3,3,1,0
104407519,1,1,1,21
104408704,6,6,2,159
104418822,1,1,1,514
104418870,3,3,3,37
104470331,1,1,1,2
10450544,118,118,74,1483
104543500,3,3,1,271
104587115,1,1,1,18
104635003,5,5,2,1057
104704406,1,1,1,9
104707698,3,3,2,30
104709012,4,4,1,12
104721942,12,12,7,2791
104727643,44,44,35,864
10478285,5,5,3,200
104800393,1,1,1,45
104802064,3,3,3,39
104826174,1,1,1,1
104830836,24,24,18,1055
104870123,62,62,34,1446
104900462,1,1,1,110
104912720,1,1,1,806
105022811,2,2,2,63
105024602,3,3,3,14
105028982,4,4,4,289
105048330,1,1,1,1
105052833,1,1,1,16
105071117,4,4,1,1
105080654,1,1,1,15
105120044,1,1,1,551
10515535,4,4,1,0
105159791,16,16,14,261
105159839,6,6,1,1829
105186824,2,2,2,3
105243827,79,78,49,1679
105261470,1,1,1,13
105274697,6,6,6,2489
105277989,25,25,3,42
105289933,3,3,0,0
105361549,1,1,1,154
105384518,87,87,69,2053
105445346,31,31,15,208
105503045,150,150,109,1105
105507326,1,1,1,24
105511340,1,1,1,13
105517470,2,2,1,3
105585767,4,4,4,219
105586920,16,15,12,3904
105590063,2,2,1,15
105632759,2,2,2,15
105644511,1,1,1,27
105685427,1,1,1,267
105720584,1,1,1,0
105725769,14,14,9,253
105736077,9,9,8,52
105741405,1,1,1,2
105782521,63,63,26,572
105788297,7,7,7,957
105796956,1,1,1,88
105837235,1,1,1,2
105877396,95,95,56,1076
105885524,1,1,0,0
105934631,1,1,1,10
105938590,1,1,1,0
105949816,1,1,1,21
10595342,4,4,4,47
10599862,256,255,176,11584
106004548,1,1,1,1247
106014415,1,1,1,4
106028574,4,4,1,27
106042595,5,5,4,94
106054679,4,4,1,0
106057222,10,10,7,523
106066141,2,2,2,12
10608804,13,13,2,2
106099216,7,7,6,5739
106101617,1,1,1,22
106132774,3,3,3,97
106147454,79,79,67,828
106147639,2,2,0,0
106170243,15,15,15,213
106216084,1,1,1,3
106235885,3,3,3,4
106238372,3,3,3,26
106247569,2,2,1,35
106259770,44,44,20,378
106268266,1,1,1,31
106278654,3,3,2,564
106333903,26,25,9,136
106340092,1,1,1,209
106346875,5,5,3,65
106387489,1,1,1,7
106426705,1,1,1,0
106433292,1,1,1,14
106454385,2,2,2,38
106472745,1,1,1,10
106578843,10,10,5,1527
106579434,1,1,1,148
106592046,8,8,6,1105
106682261,2,2,2,9
106746754,1,1,1,0
106760673,42,41,30,457
106796307,66,66,44,1955
106797321,1,1,1,1
106797670,1,1,1,2
106802395,1,1,0,0
106806146,37,36,21,43
106806354,1,1,1,59
106816274,5,5,4,54
106834867,47,47,18,1199
106859813,1,1,1,1
106901665,2,2,2,23
106925576,2,2,2,0
106956838,25,25,6,13
106966738,6,6,1,439
106980036,40,40,30,746
106986812,44,43,18,83
107028289,7,7,6,360
107049645,1,1,1,601
107097425,4,4,4,45
107107474,3,3,3,150
107123140,9,9,6,37
107124480,7,7,7,46
107124497,11,11,8,23
107131506,11,11,10,67
10714039,4,4,1,17
107160281,1,1,1,17
107241585,1,1,1,11
1072465,15,15,6,100
107256941,1,1,1,78
107273897,20,20,8,1530
107285166,1,1,1,13
107307955,4,4,2,0
107324790,4,4,4,1457
107346769,4,4,3,17
107346948,1,1,1,77
107347684,1,1,1,208
107359794,1,1,1,2
107377573,68,68,47,2194
107383658,1,1,1,28
107417121,4,4,4,43
107452765,217,216,21,456
107475554,1,1,1,8
107476377,9,9,7,1339
107488920,1,1,1,4
107554143,4,4,4,54
107567915,37,37,37,321
107574541,2,2,2,1596
107623882,5,5,4,465
107632182,5,5,5,304
107652130,1,1,1,0
107698030,1,1,1,2
107708102,1,1,1,9
107743243,40,39,24,882
107769137,1,1,1,1
107818793,20,20,17,346
107841348,6,6,6,15
107876972,2,2,2,327
107886872,2,2,2,29
107902370,4,4,2,563
107913460,59,59,44,1367
107948398,2,1,1,51
107950496,4,4,2,168
107951494,1,0,0,0
107967382,1,1,1,2
107977716,3,3,3,11
107984181,10,10,7,184
108007732,69,69,55,2205
108011380,1,1,1,13
108033629,2,2,2,116
10809782,4,4,1,0
10810391,6,6,0,0
108114779,24,24,20,1802
108160472,51,51,36,1118
108162562,1,1,1,0
108183518,9,9,1,251
108219790,2,2,2,35
108223505,16,16,6,150
108241539,1,1,1,0
108264287,70,70,47,808
108315158,2,2,1,3790
108327674,1,1,1,18
108391103,1,1,1,0
108435168,3,3,0,0
108454875,12,12,10,425
108484523,3,3,2,236
108493237,1,1,1,0
108511499,2,2,1,14
108512521,6,6,3,43
10854426,6,6,1,0
108560573,7,7,6,82
10856494,7,7,5,2622
108569990,5,4,3,6
108575170,7,7,4,29
108591170,1,1,1,1
108593099,2,2,2,36
108595389,24,24,15,43
108598510,1,1,1,7
108601099,1,1,1,293
108639015,12,12,9,407
10868970,4,4,1,2
10869571,13,13,2,23
108714391,4,4,2,11
108726847,7,7,0,0
108727716,1,1,1,3
108750879,15,15,15,1804
108755905,1,1,1,12
108758176,1,1,1,0
108771556,1,1,1,69
108771877,1,1,1,127
108872482,1,1,0,0
108877388,6,6,4,67
108878910,21,21,15,239
108887922,1,1,1,0
108943853,16,16,7,125
108950666,51,51,15,611
109165920,4,4,4,424
109173829,6,6,4,32
109175936,31,31,14,993
109201849,13,13,11,35
109205612,58,57,27,659
109207860,7,7,5,727
109271976,1,1,1,0
109278470,9,9,3,75
109323647,2,2,2,729
109328586,1,1,1,699
109338714,1,1,1,52
10934310,4,4,4,3
109373866,6,6,5,159
109393227,2,2,2,2889
109446190,1,1,1,0
109446355,1,1,1,900
109458201,6,6,3,387
109475164,1,1,1,1592
109486584,2,2,2,10
109592594,11,11,4,769
109598076,7,7,4,56
10964000,4,4,1,29
109655092,1,1,1,31
109660238,1,1,1,1859
109669093,11,11,9,471
109673465,1,1,1,6
109715095,27,27,2,54
109763455,1,1,1,1564
109780632,12,12,10,45
109946857,1,1,1,13
109961633,2,2,2,0
109967112,6,6,4,45
109969285,1,1,1,0
109969767,1,1,1,0
110088484,3,3,1,3
110095045,4,4,3,37
110104315,1,1,1,2
110104967,16,16,8,32
110107925,18,18,8,584
110121805,1,1,1,0
110150300,1,1,1,3
110160904,5,5,4,314
110174573,2,2,2,42
110194091,6,6,6,831
110209964,1,1,1,0
110226344,5,5,4,485
110238251,5,5,5,192
11024186,15,15,11,535
110248234,6,6,4,258
110268154,2,2,2,80
110268888,1,1,1,0
110304379,8,8,4,40
110304598,1,1,1,0
110369840,43,43,32,2070
110397537,5,5,4,116
110412872,6,6,5,22
110470534,8,8,7,1058
110473936,1,1,0,0
110478090,5,5,3,228
110478743,41,41,32,685
110480529,2,2,0,0
110489310,6,6,5,206
110546460,26,26,15,803
110546832,15,15,10,52
110650041,11,11,4,3
110658990,49,49,42,264
110708539,1,1,1,3
110761091,1,1,1,100
110776325,1,1,1,580
11080937,4,4,0,0
110814860,2,2,2,3
110824765,31,31,22,1118
110840027,1,1,1,0
110843185,3,3,3,96
110875215,1,1,1,12
110879737,2,2,1,0
110881546,43,43,22,1685
110881551,1,1,1,8
110895915,1,1,1,30
110899658,10,10,5,900
110903956,1,1,1,1
110906645,63,63,46,2118
110928152,1,1,1,9
110934550,1,1,1,11
110967402,1,1,1,1
110999033,1,1,1,8
111003065,16,16,12,1070
111003194,1,1,1,2
111003429,1,1,1,1
111044780,17,17,6,137
111091837,2,2,2,0
111097037,1,1,1,1
111130695,44,43,24,2157
111142411,1,1,1,104
111163130,37,37,24,809
111182405,28,28,16,1304
111190541,3,3,2,54
111202525,5,5,4,270
111212436,42,42,36,695
111313670,1,1,1,28
111316830,19,19,17,1486
111343998,1,0,0,0
111362598,45,45,18,5200
111368209,1,1,1,0
111419019,2,2,2,0
111422562,21,21,18,1961
111425056,1,1,1,1
111442295,52,52,18,2041
111451741,1,1,1,366
111456195,2,2,1,64
111479516,1,1,1,865
11149819,287,285,114,2779
111498455,18,18,12,190
11151885,12,12,1,1
111529766,7,7,3,188
111545169,1,1,0,0
111551727,58,58,45,3828
111575581,1,1,1,23
11161178,163,162,79,2827
111688835,1,1,0,0
111728146,1,1,1,307
111754806,130,130,83,2536
111795034,7,7,3,594
111804259,1,1,1,1
111820040,2,1,1,91
111953639,1,1,1,40
111970037,2,2,2,155
11200326,4,4,0,0
11207650,52,52,31,613
112084902,1,1,1,29
112085262,1,1,1,1
112088340,1,1,1,159
112089956,2,2,0,0
112110682,26,26,22,920
112134832,3,3,1,342
112148863,2,2,2,10
112192991,1,1,1,1146
112199961,27,27,22,727
112216065,1,1,1,45
112240173,2,2,2,5
112345616,2,2,2,438
112365658,3,3,2,2
112376397,15,15,9,620
112432049,1,1,1,0
112459307,2,2,2,1078
112474535,1,1,1,5
112504953,5,5,4,4
112509160,1,1,1,1
112532182,1,1,1,4
112547463,6,6,4,214
112566632,1,1,1,1
112584028,1,1,1,1
112590296,1,1,1,2
112613985,1,1,1,0
112626210,122,122,36,563
112647787,1,1,1,2609
112677705,2,2,1,0
112694811,1,1,1,154
112699561,1,1,1,194
112700700,1,1,1,5
112739159,1,1,1,0
112763045,27,27,11,365
112764199,1,1,1,0
112774446,1,1,1,0
112784971,2,2,2,2
112845094,37,37,24,5236
112849197,23,23,16,2045
112865325,5,5,2,33
112907304,1,1,1,0
112919409,1,1,1,9
112939816,6,6,3,25
112944877,4,4,3,0
1129452,22,22,13,666
112962796,7,7,5,217
112986636,14,14,9,75
112994491,13,13,9,115
112999066,1,1,1,32
11300897,26,26,15,185
113015223,1,1,1,182
113039667,8,8,8,213
113045977,2,2,1,1
113058136,1,1,1,1
113124720,27,27,16,1332
113142233,1,1,1,3
113186568,9,9,9,681
113196318,47,46,39,2392
113205285,1,1,1,1
113224251,17,17,12,630
113227222,22,22,19,1874
113260911,10,10,9,1332
113268833,14,14,12,85
113300324,29,29,15,593
113308351,1,1,1,14
113312586,10,10,6,745
113321644,5,5,4,167
113329678,1,1,1,1
113399673,1,1,1,0
113407067,2,2,2,511
113411607,1,1,1,11
113423671,18,18,4,3176
113444723,2,2,2,3749
113446397,2,2,2,92
113496097,2,2,1,45
113530439,1,1,1,809
113544961,18,18,11,220
113546110,66,66,34,1368
113557230,5,5,2,1
113557935,7,7,4,221
113570611,1,1,1,211
1135775,8,8,1,1
113580708,41,41,30,199
113661299,1,1,1,0
113667989,12,12,1,465
113682800,1,1,1,27
113729479,6,6,5,25
11373749,455,447,199,3845
113752996,128,128,100,4846
113771004,2,2,2,19
113794086,2,2,2,43
113820072,1,1,1,1
113835971,2,2,1,0
113857311,1,1,0,0
113868035,1,1,1,375
113910653,1,1,1,15
114000267,6,6,3,0
114017825,2,2,2,298
114024939,5,5,5,1513
114030647,63,63,51,2521
11403772,585,579,308,5870
114080968,3,3,1,2
11408688,4,4,0,0
114092121,1,1,1,1
114112364,1,1,1,3047
114132445,1,1,1,0
11414203,4,4,3,0
114142213,1,1,1,2
114167965,1,1,1,2
114231279,1,1,1,92
114244707,1,1,1,7
114273290,1,1,1,45
114287682,1,1,1,0
114297316,1,1,1,1
114324869,46,46,13,260
114325392,12,12,3,1
114332337,1,1,1,0
114343925,1,1,1,21
114364553,4,4,3,21
114416197,1,1,1,0
114431673,2,2,1,969
114439892,1,1,1,335
114447625,4,4,4,42
114479142,3,3,1,0
114578751,8,8,4,68
114617787,64,64,9,2669
114620302,1,1,1,7
114632006,15,15,8,2693
114635070,1,1,1,92
114637687,6,6,5,291
114727578,113,112,17,349
114730998,1,1,1,2
114736887,2,2,2,28
114751336,1,1,1,0
114758044,1,1,1,9
114781347,1,1,1,29
114789855,1,1,1,14
114792785,3,3,1,0
114838001,41,41,11,594
114846707,3,3,2,24
114872913,1,1,1,2
114881003,2,2,2,2
114899424,2,2,2,32
114912926,7,7,4,1526
114922862,1,1,1,55
114924461,14,14,13,79
114931125,1,1,1,141
114937057,3,3,3,440
114964884,1,1,1,36
114972372,11,11,10,262
115003799,1,1,1,0
115008799,9,9,6,1607
115019075,1,1,1,32
115037563,65,65,42,520
11504910,4,4,0,0
115109218,2,2,2,352
115122875,1,1,1,0
115160797,1,1,1,130
115163074,1,1,1,12
115167911,54,54,44,1627
115192877,4,4,4,421
115242203,1,1,1,8
115249917,1,1,1,0
115275499,3,3,1,8
115287826,4,4,3,296
115290202,1,1,1,0
115311682,1,1,1,143
115324976,3,3,2,423
115325355,2,2,2,6
115358376,1,1,1,0
115375178,1,1,0,0
115396529,4,4,4,372
115404202,1,1,1,35
115436501,6,6,0,0
115472935,2,2,2,39
115487966,49,49,39,1305
115494980,1,1,1,0
115558697,3,3,2,4
115567288,9,9,4,435
115571373,8,8,7,101
115602674,1,1,1,2
115632831,116,115,31,1098
115637271,2,2,2,15
115655987,7,7,6,1396
115671217,19,19,13,209
115736372,1,1,1,13
115753521,1,1,0,0
115784259,13,13,6,3
115806772,3,3,3,55
115813584,1,1,1,0
115821787,1,1,1,38
115826231,1,1,1,4
115918955,2,2,2,2
115958331,7,7,5,72
115959445,5,5,5,28
115990965,2,2,2,2
115996656,91,90,55,2015
116000122,1,1,1,923
116024605,1,1,1,529
116038263,1,1,1,42
116085629,3,3,1,80
11613587,7,7,0,0
116283279,21,21,13,212
116314616,1,1,1,394
116325720,28,28,10,232
116338192,1,1,1,3
116407650,1,1,0,0
116409449,1,1,1,54
116411567,13,13,11,83
116437770,3,3,3,2143
116450986,2,2,2,11
116478374,4,4,3,22
116482142,9,9,7,168
116494569,26,26,19,2527
11650340,4,4,0,0
116515230,68,67,22,884
116515529,2,2,2,1
116564064,177,174,80,738
116580688,1,1,1,1
116617462,43,43,34,377
116620161,1,1,1,115
116626402,1,1,1,10
116637302,1,1,1,0
116663350,1,1,1,0
116756674,2,2,2,47
116777928,2,2,1,42
116831291,3,3,3,1459
116831920,1,1,1,2
116876958,389,387,206,2732
116912767,28,28,21,1022
116955153,1,1,1,13
116966965,1,1,1,17
116968417,1,1,1,6
117022366,54,54,51,828
117036229,1,1,1,0
117044529,1,1,1,0
117066456,1,1,1,46
117097969,4,4,3,14
117106617,1,1,1,5229
117118007,1,1,1,0
117129725,2,2,1,4
11713535,8,8,1,23
11718802,7,7,1,87
117194705,8,8,0,0
117210908,1,1,1,2
117217039,2,2,1,60
117238061,2,2,2,0
117312360,6,6,5,264
11731710,105,105,57,3966
117321969,3,3,2,243
117331659,4,4,0,0
117345810,77,77,24,837
117370965,23,23,17,572
117397132,1,1,1,0
117402082,4,4,4,8
117414332,1,1,0,0
117435302,1,1,1,0
117463647,1,1,1,1
117469505,1,1,1,0
117483116,1,1,0,0
117488479,53,53,37,4348
117529891,1,1,1,383
117531196,135,135,83,755
117552823,4,4,3,131
117573012,3,3,2,32
117581255,4,4,4,113
117601858,37,37,21,1050
117657402,11,11,7,228
117663927,5,5,5,185
117695149,4,4,4,4
117720079,2,2,1,50
117724509,1,1,1,8
117727921,1,1,1,194
117740575,1,1,1,1090
117742782,2,2,2,0
117883499,2,2,2,5
11794760,204,202,97,1716
117949868,18,18,17,195
117970761,1,1,0,0
117974875,1,1,1,0
118031880,8,8,2,137
118066938,6,6,2,59
11807754,22,22,17,1274
118086742,10,10,8,32
118101920,1,1,0,0
11813637,57,57,37,2788
118180800,1,1,1,6
118189718,11,11,10,549
118236431,1,1,1,216
118263812,1,1,1,4
118274084,6,6,2,11
118301896,1,1,1,12
118360669,1,1,1,63
118374482,1,1,1,0
118427901,1,1,1,85
118433250,1,1,1,56
118437205,3,3,2,144
118442089,1,1,1,1
118446513,1,1,1,1989
118447144,1,1,1,18
118541865,169,167,36,174
118544165,1,1,1,0
118554131,15,15,11,1392
118585913,9,9,5,20
118664413,10,10,7,1
118693656,2,2,1,699
118693973,37,37,25,1191
118695833,17,17,7,134
118721220,1,1,1,1
118723066,12,12,10,41
118725402,2,2,2,10
118792304,10,10,9,1538
118808320,1,1,1,0
118834514,1,1,1,0
118838369,35,35,31,1143
118852041,151,151,121,2836
118859786,2,2,2,58
118888110,1,1,1,0
118894547,8,8,3,1791
118920238,7,7,2,206
118971362,71,71,9,635
118988066,1,1,1,8
118991581,3,3,2,1300
119103675,1,1,1,361
119170251,3,3,1,41
119185179,1,1,1,13
119187092,2,2,2,42
119211507,1,1,1,63
119211545,14,14,11,301
119228046,2,2,2,69
119236075,7,7,7,32
119239620,73,73,54,1300
119310413,35,35,27,40
119311184,2,2,1,29
119350525,1,1,1,2
119361334,3,3,2,143
119362603,1,1,1,19
119365702,3,3,3,507
119368216,9,9,8,740
11940338,100,100,64,785
119405428,3,3,1,0
119410678,1,1,0,0
119410870,1,1,1,4
119428254,14,14,13,110
119430691,2,2,2,887
11952990,76,74,43,1180
119530092,10,10,10,38
119556235,2,2,1,2
119619506,95,95,68,1710
119624572,3,3,2,12
119625118,1,1,1,1655
119626898,2,2,1,743
119670302,2,2,2,915
119675419,1,1,1,133
11970504,81,80,53,885
119721478,1,1,1,14
119723223,2,2,2,52
11973378,4,4,1,0
11978743,193,191,46,601
119829710,2,2,2,0
119835248,3,3,3,519
119906029,1,1,1,38
119909634,26,26,10,57
119937035,21,21,16,4050
119949344,19,19,10,325
119970695,2,2,1,408
119971648,1,1,1,54
120055850,1,1,0,0
120066253,2,2,1,3
120106834,10,10,7,214
120113754,9,9,6,579
120116659,7,7,5,2121
120139965,24,23,16,5
120141290,1,1,1,0
120143206,1,1,1,56
120164786,9,9,8,570
120169360,2,2,0,0
120171057,2,2,2,4
120181402,2,2,2,203
120237789,31,31,17,708
120271188,2,2,2,46
120308479,2,2,1,1115
12034137,4,4,0,0
120342002,2,2,1,45
120377800,1,1,1,31
120405554,1,1,1,0
120420435,8,8,3,349
120421832,6,6,4,1548
120448027,1,1,1,3
120514265,1,1,1,113
120514307,11,11,9,204
120520430,4,4,1,130
120523185,67,66,33,190
120589251,5,5,2,10
120606442,1,1,1,1
120630528,1,1,1,13
120639809,1,1,1,136
120650367,1,1,1,0
120668831,4,4,3,48
120696775,9,9,8,128
120698121,1,1,1,0
12070928,7,7,1,34
120725512,1,1,1,3
120725727,13,13,6,5296
120740511,1,1,1,2403
120766003,3,3,2,39
120838793,10,10,3,44
120852852,5,5,3,3594
120853104,1,1,1,0
120952837,1,1,1,2
120955239,1,1,1,2
120970326,1,1,1,8
121075133,2,2,2,1559
121080515,2,2,2,523
121133260,9,9,8,123
121137382,1,1,1,4
121150146,2,2,2,4
121154091,1,1,1,3
121168851,7,7,1,69
121199670,3,3,3,6827
121207655,8,8,3,65
121225694,1,1,1,0
121240872,1,1,0,0
121248758,1,1,1,570
121255383,3,3,3,12
121280370,20,19,14,872
121291260,15,15,11,845
12130111,39,39,23,798
121348667,1,1,1,2
121352371,1,1,1,2442
121360145,5,5,5,3019
121382416,1,1,0,0
121383308,1,1,1,2
12144171,101,101,66,1431
121480841,2,2,1,1
121481890,1,1,1,6
121497634,56,56,40,3053
121523105,2,2,2,0
121531316,2,2,2,1
121535800,1,1,1,6
121573188,4,4,2,141
121577821,2,2,2,1903
121582062,1,1,1,5
121593653,1,1,1,1
121615038,4,4,3,1367
121674532,6,6,0,0
12169570,4,4,1,108
121727972,1,1,1,3
121770429,1,1,1,295
121796986,1,1,1,5
121808566,3,3,3,17
121809665,3,3,1,39
121865430,22,22,15,2201
121884238,16,16,11,106
121891688,10,10,7,285
121900241,10,10,7,5037
12195913,21,21,13,2830
121989214,1,1,1,68
121999719,1,1,1,37
122021564,2,2,2,54
122026623,409,408,123,2959
122064686,1,1,1,1
122083909,1,1,1,8
122094388,76,76,34,1546
122117051,3,3,3,30
122117928,1,1,1,179
122118929,1,1,1,17
122162211,1,1,1,15
122188548,5,5,3,13
122189133,1,1,1,1
122189475,1,1,1,2
122212108,1,1,1,3
122216032,6,6,2,0
122226149,1,1,1,411
122274197,2,2,2,1807
122319388,4,4,2,513
122328547,1,1,1,0
122332010,9,9,7,63
122444332,21,21,16,121
122452753,1,1,1,36
122471552,2,2,1,41
122486775,1,1,1,0
122492047,9,9,6,847
122529449,1,1,1,2
122536802,1,1,1,0
122538805,6,6,2,252
122551425,34,34,23,1529
122552077,1,1,1,1604
122563664,2,2,2,19
122579249,1,1,1,0
12259303,27,26,21,210
122620165,20,19,8,1563
122658341,16,16,15,585
122679931,52,52,43,3122
122782609,1,1,1,2
122798021,75,75,27,1300
122803519,14,14,12,237
122824133,2,2,2,78
122847338,4,4,4,175
122940861,4,4,2,74
122956129,9,9,9,2073
123010581,1,1,0,0
123029327,1,1,1,3
123039887,1,1,0,0
123052194,3,3,3,155
123063251,1,1,1,0
123101539,67,66,44,1608
123122821,1,1,1,14
123128145,1,1,1,841
12312878,4,4,1,0
123142474,3,3,3,294
123148033,1,1,1,9
123165817,9,9,8,253
123186310,1,1,1,19
123245831,1,1,1,14
123325040,19,19,4,70
123334228,1,1,0,0
123338258,1,1,1,5
123361818,1,1,1,959
123397302,3,3,3,128
123422108,1,1,1,0
123423051,1,1,1,0
123435296,1,1,1,1
123449538,1,1,1,27
123461705,6,6,3,489
123483924,14,14,10,1670
123546767,1,1,1,2
123625432,39,39,24,133
123627691,6,6,2,7
123670509,1,1,1,1309
123671395,12,12,2,1291
123696203,37,37,23,2558
123727087,1,1,1,117
123732393,1,1,1,0
123734483,32,32,26,157
123800818,1,1,0,0
123875734,3,3,3,252
123904490,44,44,22,183
123917008,1,1,1,1301
123939009,4,4,1,33
123974970,15,15,13,831
123988363,1,1,1,0
123989127,1,1,1,15
124003951,4,4,1,1747
124059151,113,113,15,339
124070622,12,12,11,399
124142651,1,1,1,3
124221152,2,2,0,0
124229280,4,4,1,1
12423315,7,7,4,21
124234882,14,14,11,282
124258418,1,1,1,46
124330988,1,1,1,1
124365369,1,1,1,75
124395695,1,1,1,29
124400480,22,22,18,1035
124428084,4,4,1,0
124429562,1,1,1,22
124437057,112,111,64,696
124443679,53,53,33,2818
124451578,1,1,1,10
124462762,3,3,3,3
124525404,4,4,2,27
124537977,2,2,2,181
124540027,4,4,2,2
124556386,69,69,25,1712
124566319,1,1,1,2
124570576,1,1,1,5
124595910,1,1,1,1
124641717,15,15,12,2247
124651043,23,23,17,971
124661390,1,1,1,1246
124663731,6,6,5,42
124707605,1,1,1,1379
124709414,1,1,1,1002
124712421,6,6,6,57
124723151,1,1,1,1174
124725852,150,148,90,1142
124739366,1,1,1,1156
124763074,1,1,1,964
124776658,5,5,5,472
124777563,2,2,1,2
124785503,2,2,1,1
124810250,5,5,4,2855
124851136,1,1,1,2
124878949,12,12,7,363
124884511,4,4,2,1447
124975432,1,1,1,1614
124978318,2,2,1,295
124991843,1,1,1,2
125016435,1,1,1,0
125017535,63,63,42,4618
125093638,1,1,1,0
125108218,2,2,1,42
125141344,10,10,9,3006
125145239,1,1,1,148
125153273,5,5,4,50
125191585,1,1,1,7
125198998,1,1,1,7
